movieId,title,year,clean_title,rating_count,rating_mean,rating_std,imdbId,tmdbId
2699,Arachnophobia (1990),1990,Arachnophobia,14351.0,2.8014424,1.0069604,0099052,6488
88129,Drive (2011),2011,Drive,14327.0,3.8492358,0.9102105,0780504,64690
47099,"Pursuit of Happyness, The (2006)",2006,"Pursuit of Happyness, The",14319.0,3.8413994,0.9345392,0454921,1402
1722,Tomorrow Never Dies (1997),1997,Tomorrow Never Dies,14288.0,3.2296333,0.92948234,0120347,714
1302,Field of Dreams (1989),1989,Field of Dreams,14286.0,3.6350274,0.96814984,0097351,2323
30749,Hotel Rwanda (2004),2004,Hotel Rwanda,14276.0,3.9670076,0.79179066,0395169,205
2003,Gremlins (1984),1984,Gremlins,14222.0,3.3125439,0.93960965,0087363,927
8376,Napoleon Dynamite (2004),2004,Napoleon Dynamite,14216.0,3.37704,1.1413953,0374900,8193
913,"Maltese Falcon, The (1941)",1941,"Maltese Falcon, The",14190.0,4.145631,0.83548003,0033870,963
1282,Fantasia (1940),1940,Fantasia,14154.0,3.7127314,1.057369,0032455,756
7458,Troy (2004),2004,Troy,14150.0,3.3791165,1.0048816,0332452,652
79091,Despicable Me (2010),2010,Despicable Me,14136.0,3.653332,0.9919522,1323594,20352
4018,What Women Want (2000),2000,What Women Want,14132.0,3.0886285,1.0364438,0207201,3981
1088,Dirty Dancing (1987),1987,Dirty Dancing,14112.0,3.2701955,1.1276743,0092890,88
802,Phenomenon (1996),1996,Phenomenon,14093.0,3.4571419,0.98863876,0117333,9294
45499,X-Men: The Last Stand (2006),2006,X-Men: The Last Stand,13991.0,3.2085626,1.0570542,0376994,36668
33166,Crash (2004),2004,Crash,13969.0,3.716909,1.0210158,0375679,1640
745,Wallace & Gromit: A Close Shave (1995),1995,Wallace & Gromit: A Close Shave,13944.0,4.0953097,0.97160184,0112691,532
8529,"Terminal, The (2004)",2004,"Terminal, The",13939.0,3.6227133,0.8944452,0362227,594
8798,Collateral (2004),2004,Collateral,13937.0,3.6973524,0.7879297,0369339,1538
3717,Gone in 60 Seconds (2000),2000,Gone in 60 Seconds,13937.0,3.101277,1.0431216,0187078,9679
5481,Austin Powers in Goldmember (2002),2002,Austin Powers in Goldmember,13934.0,2.9681356,1.1019368,0295178,818
8784,Garden State (2004),2004,Garden State,13860.0,3.7212481,0.94920385,0333766,401
88140,Captain America: The First Avenger (2011),2011,Captain America: The First Avenger,13852.0,3.4727476,1.0103773,0458339,1771
5956,Gangs of New York (2002),2002,Gangs of New York,13844.0,3.5620847,0.92304444,0217505,3131
110102,Captain America: The Winter Soldier (2014),2014,Captain America: The Winter Soldier,13830.0,3.6850326,1.0129861,1843866,100402
1333,"Birds, The (1963)",1963,"Birds, The",13793.0,3.7365692,0.89988136,0056869,571
34048,War of the Worlds (2005),2005,War of the Worlds,13793.0,3.15642,0.95202017,0407304,74
172,Johnny Mnemonic (1995),1995,Johnny Mnemonic,13788.0,2.7629824,1.0332623,0113481,9886
106487,The Hunger Games: Catching Fire (2013),2013,The Hunger Games: Catching Fire,13777.0,3.4972417,1.0510488,1951264,101299
8464,Super Size Me (2004),2004,Super Size Me,13770.0,3.4676833,0.9399548,0390521,9372
5902,Adaptation (2002),2002,Adaptation,13719.0,3.847365,0.9275545,0268126,2757
2470,Crocodile Dundee (1986),1986,Crocodile Dundee,13719.0,3.146585,0.9624158,0090555,9671
4085,Beverly Hills Cop (1984),1984,Beverly Hills Cop,13714.0,3.582033,0.8560726,0086960,90
4310,Pearl Harbor (2001),2001,Pearl Harbor,13699.0,2.8367765,1.1788374,0213149,676
2701,Wild Wild West (1999),1999,Wild Wild West,13691.0,2.3288658,1.0656168,0120891,8487
3418,Thelma & Louise (1991),1991,Thelma & Louise,13685.0,3.597552,0.92406714,0103074,1541
3671,Blazing Saddles (1974),1974,Blazing Saddles,13664.0,3.8643882,0.93306744,0071230,11072
1408,"Last of the Mohicans, The (1992)",1992,"Last of the Mohicans, The",13630.0,3.718452,0.93643093,0104691,9361
1263,"Deer Hunter, The (1978)",1978,"Deer Hunter, The",13621.0,3.9755893,0.90014005,0077416,11778
2890,Three Kings (1999),1999,Three Kings,13609.0,3.5864868,0.8866624,0120188,6415
910,Some Like It Hot (1959),1959,Some Like It Hot,13608.0,4.0476556,0.88879114,0053291,239
7,Sabrina (1995),1995,Sabrina,13585.0,3.3639677,0.964193,0114319,11860
85414,Source Code (2011),2011,Source Code,13580.0,3.7502944,0.8051243,0945513,45612
97921,Silver Linings Playbook (2012),2012,Silver Linings Playbook,13576.0,3.6964865,0.9226083,1045658,82693
5971,My Neighbor Totoro (Tonari no Totoro) (1988),1988,My Neighbor Totoro (Tonari no Totoro),13556.0,4.161773,0.85526687,0096283,8392
552,"Three Musketeers, The (1993)",1993,"Three Musketeers, The",13547.0,3.2174282,0.9191362,0108333,10057
7451,Mean Girls (2004),2004,Mean Girls,13543.0,3.5984643,0.98893404,0377092,10625
4270,"Mummy Returns, The (2001)",2001,"Mummy Returns, The",13542.0,2.9901786,1.0848942,0209163,1734
5903,Equilibrium (2002),2002,Equilibrium,13539.0,3.7287097,0.906492,0238380,7299
1690,Alien: Resurrection (1997),1997,Alien: Resurrection,13485.0,3.0349276,1.031039,0118583,8078
4975,Vanilla Sky (2001),2001,Vanilla Sky,13471.0,3.4055007,1.0597657,0259711,1903
1276,Cool Hand Luke (1967),1967,Cool Hand Luke,13466.0,4.088519,0.8101879,0061512,903
1876,Deep Impact (1998),1998,Deep Impact,13458.0,2.9677143,0.9992277,0120647,8656
5060,M*A*S*H (a.k.a. MASH) (1970),1970,M*A*S*H (a.k.a. MASH),13455.0,3.8806763,0.9710457,0066026,651
8641,Anchorman: The Legend of Ron Burgundy (2004),2004,Anchorman: The Legend of Ron Burgundy,13409.0,3.5022745,1.0705352,0357413,8699
53996,Transformers (2007),2007,Transformers,13390.0,3.046826,1.200435,0418279,1858
1466,Donnie Brasco (1997),1997,Donnie Brasco,13390.0,3.8162062,0.7572037,0119008,9366
8984,Ocean's Twelve (2004),2004,Ocean's Twelve,13348.0,3.3402758,0.9681938,0349903,163
3421,Animal House (1978),1978,Animal House,13334.0,3.7847607,0.98816454,0077975,8469
2763,"Thomas Crown Affair, The (1999)",1999,"Thomas Crown Affair, The",13325.0,3.5110319,0.93396413,0155267,913
1275,Highlander (1986),1986,Highlander,13311.0,3.6113365,0.9669598,0091203,8009
122916,Thor: Ragnarok (2017),2017,Thor: Ragnarok,13286.0,3.8786316,0.9894264,3501632,284053
1396,Sneakers (1992),1992,Sneakers,13275.0,3.649793,0.85620016,0105435,2322
44195,Thank You for Smoking (2006),2006,Thank You for Smoking,13226.0,3.817027,0.7986617,0427944,9388
1262,"Great Escape, The (1963)",1963,"Great Escape, The",13217.0,4.0964665,0.7692252,0057115,5925
115569,Nightcrawler (2014),2014,Nightcrawler,13215.0,3.9763904,0.7859797,2872718,242582
1884,Fear and Loathing in Las Vegas (1998),1998,Fear and Loathing in Las Vegas,13214.0,3.7602544,1.0629005,0120669,1878
45447,"Da Vinci Code, The (2006)",2006,"Da Vinci Code, The",13183.0,3.1727984,1.0212009,0382625,591
5,Father of the Bride Part II (1995),1995,Father of the Bride Part II,13154.0,3.0596015,0.9990786,0113041,11862
1242,Glory (1989),1989,Glory,13152.0,3.9573069,0.83557224,0097441,9665
111362,X-Men: Days of Future Past (2014),2014,X-Men: Days of Future Past,13151.0,3.692837,0.95815355,1877832,127585
4718,American Pie 2 (2001),2001,American Pie 2,13139.0,2.8788722,1.1749295,0252866,2770
3,Grumpier Old Men (1995),1995,Grumpier Old Men,13134.0,3.1394472,1.0122734,0113228,15602
122918,Guardians of the Galaxy 2 (2017),2017,Guardians of the Galaxy 2,13115.0,3.8126192,0.94973415,3896198,283995
1909,"X-Files: Fight the Future, The (1998)",1998,"X-Files: Fight the Future, The",13082.0,3.3418055,0.9473716,0120902,846
115149,John Wick (2014),2014,John Wick,13055.0,3.8463807,0.9457341,2911666,245891
1228,Raging Bull (1980),1980,Raging Bull,13049.0,4.0378575,0.88808095,0081398,1578
432,City Slickers II: The Legend of Curly's Gold (1994),1994,City Slickers II: The Legend of Curly's Gold,13005.0,2.7299886,0.93863976,0109439,11310
5377,About a Boy (2002),2002,About a Boy,12969.0,3.6268795,0.87602806,0276751,245
1092,Basic Instinct (1992),1992,Basic Instinct,12968.0,3.363703,0.9242475,0103772,402
2455,"Fly, The (1986)",1986,"Fly, The",12962.0,3.476894,0.9524142,0091064,9426
899,Singin' in the Rain (1952),1952,Singin' in the Rain,12913.0,4.044916,0.9745224,0045152,872
3275,"Boondock Saints, The (2000)",2000,"Boondock Saints, The",12878.0,3.8557618,0.9803073,0144117,8374
151,Rob Roy (1995),1995,Rob Roy,12868.0,3.5291421,0.9422004,0114287,11780
673,Space Jam (1996),1996,Space Jam,12859.0,2.7847033,1.1042172,0117705,2300
33004,"Hitchhiker's Guide to the Galaxy, The (2005)",2005,"Hitchhiker's Guide to the Galaxy, The",12859.0,3.4475853,0.9708247,0371724,7453
36529,Lord of War (2005),2005,Lord of War,12859.0,3.7684112,0.8503167,0399295,1830
2294,Antz (1998),1998,Antz,12857.0,3.2133858,0.9532404,0120587,8916
225,Disclosure (1994),1994,Disclosure,12836.0,3.281435,0.8772352,0109635,8984
3911,Best in Show (2000),2000,Best in Show,12835.0,3.8162057,0.9411518,0218839,13785
8957,Saw (2004),2004,Saw,12829.0,3.2879415,1.2464588,0387564,176
805,"Time to Kill, A (1996)",1996,"Time to Kill, A",12809.0,3.6945899,0.9029125,0117913,1645
628,Primal Fear (1996),1996,Primal Fear,12797.0,3.7686567,0.8277227,0117381,1592
3755,"Perfect Storm, The (2000)",2000,"Perfect Storm, The",12771.0,3.0822568,0.9638671,0177971,2133
543,So I Married an Axe Murderer (1993),1993,So I Married an Axe Murderer,12764.0,3.2310796,1.0034486,0108174,10442
168252,Logan (2017),2017,Logan,12727.0,3.9060266,0.9046394,3315342,263115
102125,Iron Man 3 (2013),2013,Iron Man 3,12709.0,3.462625,1.0223635,1300854,68721
1094,"Crying Game, The (1992)",1992,"Crying Game, The",12703.0,3.6481934,1.0064849,0104036,11386
168,First Knight (1995),1995,First Knight,12664.0,3.0793588,1.0964772,0113071,6520
494,Executive Decision (1996),1996,Executive Decision,12663.0,3.3522072,0.921417,0116253,2320
333,Tommy Boy (1995),1995,Tommy Boy,12644.0,3.3695033,1.0734211,0114694,11381
4369,"Fast and the Furious, The (2001)",2001,"Fast and the Furious, The",12641.0,2.962859,1.1888629,0232500,9799
91542,Sherlock Holmes: A Game of Shadows (2011),2011,Sherlock Holmes: A Game of Shadows,12627.0,3.7148175,0.93747836,1515091,58574
236,French Kiss (1995),1995,French Kiss,12617.0,3.3171117,0.9228196,0113117,397
1285,Heathers (1989),1989,Heathers,12600.0,3.7544444,0.9291622,0097493,2640
2100,Splash (1984),1984,Splash,12558.0,3.2168338,0.9133678,0088161,2619
51540,Zodiac (2007),2007,Zodiac,12549.0,3.7899036,0.8196868,0443706,1949
54272,"Simpsons Movie, The (2007)",2007,"Simpsons Movie, The",12517.0,3.383838,0.95121497,0462538,35
8972,National Treasure (2004),2004,National Treasure,12517.0,3.3887513,0.99486685,0368891,2059
166528,Rogue One: A Star Wars Story (2016),2016,Rogue One: A Star Wars Story,12513.0,3.755854,0.97399175,3748528,330459
783,"Hunchback of Notre Dame, The (1996)",1996,"Hunchback of Notre Dame, The",12497.0,3.2682245,1.0566316,0116583,10545
2161,"NeverEnding Story, The (1984)",1984,"NeverEnding Story, The",12497.0,3.5310075,0.9934458,0088323,34584
3752,"Me, Myself & Irene (2000)",2000,"Me, Myself & Irene",12467.0,2.9926205,1.0694,0183505,2123
2080,Lady and the Tramp (1955),1955,Lady and the Tramp,12430.0,3.5802093,0.9383409,0048280,10340
4643,Planet of the Apes (2001),2001,Planet of the Apes,12420.0,2.755596,1.0382748,0133152,869
122922,Doctor Strange (2016),2016,Doctor Strange,12404.0,3.7505643,0.92320836,1211837,284052
45720,"Devil Wears Prada, The (2006)",2006,"Devil Wears Prada, The",12386.0,3.5181656,0.9746448,0458352,350
2761,"Iron Giant, The (1999)",1999,"Iron Giant, The",12381.0,3.8877716,0.9092421,0129167,10386
5991,Chicago (2002),2002,Chicago,12378.0,3.5248425,1.0549885,0299658,1574
1674,Witness (1985),1985,Witness,12332.0,3.8352253,0.7819469,0090329,9281
2023,"Godfather: Part III, The (1990)",1990,"Godfather: Part III, The",12326.0,3.4355428,1.0093092,0099674,242
112,Rumble in the Bronx (Hont faan kui) (1995),1995,Rumble in the Bronx (Hont faan kui),12308.0,3.4052243,0.9485074,0113326,33542
91658,"Girl with the Dragon Tattoo, The (2011)",2011,"Girl with the Dragon Tattoo, The",12307.0,3.8116112,0.8904513,1568346,65754
2076,Blue Velvet (1986),1986,Blue Velvet,12303.0,3.8593433,0.980622,0090756,793
44555,"Lives of Others, The (Das leben der Anderen) (2006)",2006,"Lives of Others, The (Das leben der Anderen)",12273.0,4.1987696,0.78934973,0405094,582
44,Mortal Kombat (1995),1995,Mortal Kombat,12261.0,2.669195,1.1212305,0113855,9312
8533,"Notebook, The (2004)",2004,"Notebook, The",12215.0,3.642325,1.1153328,0332280,11036
8950,The Machinist (2004),2004,The Machinist,12200.0,3.8106968,0.8045058,0361862,4553
106489,"Hobbit: The Desolation of Smaug, The (2013)",2013,"Hobbit: The Desolation of Smaug, The",12175.0,3.5856674,1.0844363,1170358,57158
7373,Hellboy (2004),2004,Hellboy,12169.0,3.3059003,0.9595722,0167190,1487
1059,William Shakespeare's Romeo + Juliet (1996),1996,William Shakespeare's Romeo + Juliet,12161.0,3.5419374,1.0537219,0117509,454
94959,Moonrise Kingdom (2012),2012,Moonrise Kingdom,12136.0,3.9639502,0.8844664,1748122,83666
3039,Trading Places (1983),1983,Trading Places,12106.0,3.749876,0.8224004,0086465,1621
122892,Avengers: Age of Ultron (2015),2015,Avengers: Age of Ultron,12099.0,3.4871063,1.0489345,2395427,99861
2078,"Jungle Book, The (1967)",1967,"Jungle Book, The",12077.0,3.656206,0.93437654,0061852,9325
265,Like Water for Chocolate (Como agua para chocolate) (1992),1992,Like Water for Chocolate (Como agua para chocolate),12026.0,3.9179277,0.95977277,0103994,18183
3499,Misery (1990),1990,Misery,12018.0,3.7796638,0.79977477,0100157,1700
471,"Hudsucker Proxy, The (1994)",1994,"Hudsucker Proxy, The",12016.0,3.6582057,0.92522115,0110074,11934
97938,Life of Pi (2012),2012,Life of Pi,11982.0,3.6684194,0.941806,0454876,87827
2105,Tron (1982),1982,Tron,11973.0,3.3346279,0.99983555,0084827,97
3916,Remember the Titans (2000),2000,Remember the Titans,11927.0,3.7787793,0.94018936,0210945,10637
97304,Argo (2012),2012,Argo,11926.0,3.7652187,0.82784927,1024648,68734
342,Muriel's Wedding (1994),1994,Muriel's Wedding,11920.0,3.509354,1.0149982,0110598,236
30812,"Aviator, The (2004)",2004,"Aviator, The",11885.0,3.6103072,0.85511744,0338751,2567
139385,The Revenant (2015),2015,The Revenant,11873.0,3.782153,0.89845294,1663202,281957
46976,Stranger than Fiction (2006),2006,Stranger than Fiction,11865.0,3.7805731,0.8293835,0420223,1262
902,Breakfast at Tiffany's (1961),1961,Breakfast at Tiffany's,11835.0,3.815885,0.93832606,0054698,164
1375,Star Trek III: The Search for Spock (1984),1984,Star Trek III: The Search for Spock,11835.0,3.2622728,0.96251374,0088170,157
122914,Avengers: Infinity War - Part II (2019),2019,Avengers: Infinity War - Part II,11811.0,3.8705444,1.0853525,4154796,299534
1569,My Best Friend's Wedding (1997),1997,My Best Friend's Wedding,11802.0,3.273513,1.0085264,0119738,8874
3702,Mad Max (1979),1979,Mad Max,11801.0,3.5135581,0.94460243,0079501,9659
2694,Big Daddy (1999),1999,Big Daddy,11737.0,3.1113572,1.0485998,0142342,9032
1372,Star Trek VI: The Undiscovered Country (1991),1991,Star Trek VI: The Undiscovered Country,11736.0,3.3283913,1.0694016,0102975,174
45517,Cars (2006),2006,Cars,11703.0,3.3147056,1.0545876,0317219,920
969,"African Queen, The (1951)",1951,"African Queen, The",11693.0,4.0584965,0.8763333,0043265,488
1562,Batman & Robin (1997),1997,Batman & Robin,11686.0,2.1610045,1.0815415,0118688,415
168250,Get Out (2017),2017,Get Out,11679.0,3.991138,0.8643841,5052448,419430
3703,"Road Warrior, The (Mad Max 2) (1981)",1981,"Road Warrior, The (Mad Max 2)",11672.0,3.6725497,0.94252557,0082694,8810
2278,Ronin (1998),1998,Ronin,11672.0,3.5785213,0.8916681,0122690,8195
202439,Parasite (2019),2019,Parasite,11670.0,4.3122535,0.7747763,6751668,496243
58,"Postman, The (Postino, Il) (1994)",1994,"Postman, The (Postino, Il)",11659.0,3.9677503,0.9695516,0110877,11010
204698,Joker (2019),2019,Joker,11635.0,3.9020197,0.94556147,7286456,475557
3300,Pitch Black (2000),2000,Pitch Black,11632.0,3.4705553,0.9737843,0134847,2787
1274,Akira (1988),1988,Akira,11622.0,3.9327137,0.9362422,0094625,149
785,Kingpin (1996),1996,Kingpin,11611.0,3.2880888,1.0354335,0116778,11543
5464,Road to Perdition (2002),2002,Road to Perdition,11605.0,3.6759155,0.7972515,0257044,4147
44665,Lucky Number Slevin (2006),2006,Lucky Number Slevin,11593.0,3.836453,0.86029947,0425210,186
2407,Cocoon (1985),1985,Cocoon,11559.0,3.2972143,0.9052571,0088933,10328
44199,Inside Man (2006),2006,Inside Man,11559.0,3.8947573,0.75189227,0454848,388
4638,Jurassic Park III (2001),2001,Jurassic Park III,11545.0,2.7368991,1.0436,0163025,331
1921,Pi (1998),1998,Pi,11543.0,3.7297063,1.0064634,0138704,473
376,"River Wild, The (1994)",1994,"River Wild, The",11536.0,3.2762222,0.8531574,0110997,8987
282,Nell (1994),1994,Nell,11523.0,3.4025862,0.99335593,0110638,1945
1597,Conspiracy Theory (1997),1997,Conspiracy Theory,11518.0,3.3338253,0.92573696,0118883,8834
3255,"League of Their Own, A (1992)",1992,"League of Their Own, A",11506.0,3.5309403,0.9000693,0104694,11287
2420,"Karate Kid, The (1984)",1984,"Karate Kid, The",11493.0,3.3710084,0.9338791,0087538,1885
81847,Tangled (2010),2010,Tangled,11492.0,3.7234163,0.96006906,0398286,38757
186,Nine Months (1995),1995,Nine Months,11491.0,2.879732,0.9977908,0113986,11472
40819,Walk the Line (2005),2005,Walk the Line,11478.0,3.770561,0.80077523,0358273,69
4148,Hannibal (2001),2001,Hannibal,11444.0,3.2367616,1.0484732,0212985,9740
3489,Hook (1991),1991,Hook,11443.0,3.2389233,0.98829824,0102057,879
4016,"Emperor's New Groove, The (2000)",2000,"Emperor's New Groove, The",11437.0,3.6507826,0.993408,0120917,11688
315,"Specialist, The (1994)",1994,"Specialist, The",11413.0,2.893674,1.0147753,0111255,2636
6807,Monty Python's The Meaning of Life (1983),1983,Monty Python's The Meaning of Life,11412.0,3.8586576,0.8443918,0085959,4543
69481,"Hurt Locker, The (2008)",2008,"Hurt Locker, The",11402.0,3.72154,0.8723144,0887912,12162
1747,Wag the Dog (1997),1997,Wag the Dog,11401.0,3.5199983,0.9336281,0120885,586
128360,The Hateful Eight (2015),2015,The Hateful Eight,11400.0,3.8829386,0.8861169,3460252,273248
52722,Spider-Man 3 (2007),2007,Spider-Man 3,11399.0,2.872401,1.076747,0413300,559
4367,Lara Croft: Tomb Raider (2001),2001,Lara Croft: Tomb Raider,11388.0,2.7745433,1.0599568,0146316,1995
1994,Poltergeist (1982),1982,Poltergeist,11366.0,3.5179482,0.9603828,0084516,609
6936,Elf (2003),2003,Elf,11360.0,3.3544455,1.0913498,0319343,10719
31696,Constantine (2005),2005,Constantine,11347.0,3.4863842,0.98423797,0360486,561
1339,Dracula (Bram Stoker's Dracula) (1992),1992,Dracula (Bram Stoker's Dracula),11331.0,3.4594476,0.9656097,0103874,6114
661,James and the Giant Peach (1996),1996,James and the Giant Peach,11317.0,3.3015375,0.9876962,0116683,10539
112183,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),2014,Birdman: Or (The Unexpected Virtue of Ignorance),11268.0,3.7285233,1.0327276,2562232,194662
89492,Moneyball (2011),2011,Moneyball,11259.0,3.9027889,0.7660959,1210166,60308
3252,Scent of a Woman (1992),1992,Scent of a Woman,11254.0,3.787098,0.88310295,0105323,9475
94864,Prometheus (2012),2012,Prometheus,11254.0,3.3675137,0.99990946,1446714,70981
4223,Enemy at the Gates (2001),2001,Enemy at the Gates,11246.0,3.7150986,0.83125776,0215750,853
1022,Cinderella (1950),1950,Cinderella,11226.0,3.5493052,0.97692573,0042332,11224
515,"Remains of the Day, The (1993)",1993,"Remains of the Day, The",11206.0,3.8945653,0.90013033,0107943,1245
529,Searching for Bobby Fischer (1993),1993,Searching for Bobby Fischer,11176.0,3.8419828,0.8173697,0108065,14291
59615,Indiana Jones and the Kingdom of the Crystal Skull (2008),2008,Indiana Jones and the Kingdom of the Crystal Skull,11152.0,2.8696198,1.0820905,0367882,217
4239,Blow (2001),2001,Blow,11146.0,3.7308004,0.8572922,0221027,4133
88744,Rise of the Planet of the Apes (2011),2011,Rise of the Planet of the Apes,11128.0,3.5371585,0.9738601,1318514,61791
52973,Knocked Up (2007),2007,Knocked Up,11104.0,3.3872027,0.97676194,0478311,4964
106696,Frozen (2013),2013,Frozen,11102.0,3.4398308,1.0856612,2294629,109445
176371,Blade Runner 2049 (2017),2017,Blade Runner 2049,11094.0,3.9572742,0.89864266,1856101,335984
1293,Gandhi (1982),1982,Gandhi,11078.0,3.9795542,0.86471456,0083987,783
914,My Fair Lady (1964),1964,My Fair Lady,11077.0,3.8946466,0.96039546,0058385,11113
31685,Hitch (2005),2005,Hitch,11066.0,3.3429422,0.9948141,0386588,8488
3624,Shanghai Noon (2000),2000,Shanghai Noon,11026.0,3.259931,0.9878875,0184894,8584
3552,Caddyshack (1980),1980,Caddyshack,11006.0,3.6698618,1.0065525,0080487,11977
122920,Captain America: Civil War (2016),2016,Captain America: Civil War,10997.0,3.6957352,1.008171,3498820,271110
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),1989,Cinema Paradiso (Nuovo cinema Paradiso),10982.0,4.1299853,0.90683365,0095765,11216
1129,Escape from New York (1981),1981,Escape from New York,10981.0,3.4105728,0.92598015,0082340,1103
8528,Dodgeball: A True Underdog Story (2004),2004,Dodgeball: A True Underdog Story,10974.0,3.3153362,0.9878063,0364725,9472
5266,Panic Room (2002),2002,Panic Room,10957.0,3.244501,0.85424554,0258000,4547
60074,Hancock (2008),2008,Hancock,10948.0,3.123493,0.95344913,0448157,8960
8622,Fahrenheit 9/11 (2004),2004,Fahrenheit 9/11,10946.0,3.478531,1.1079865,0361596,1777
61323,Burn After Reading (2008),2008,Burn After Reading,10946.0,3.567422,0.91091263,0887883,4944
852,Tin Cup (1996),1996,Tin Cup,10937.0,3.1775625,0.94659775,0117918,10478
41569,King Kong (2005),2005,King Kong,10934.0,3.18726,1.0091883,0360717,254
8949,Sideways (2004),2004,Sideways,10928.0,3.6472821,0.94578,0375063,9675
261,Little Women (1994),1994,Little Women,10899.0,3.6265712,0.9740223,0110367,9587
1345,Carrie (1976),1976,Carrie,10870.0,3.4817848,0.9445669,0074285,7340
246,Hoop Dreams (1994),1994,Hoop Dreams,10852.0,4.0248804,0.96590966,0110057,14275
93510,21 Jump Street (2012),2012,21 Jump Street,10851.0,3.620726,0.9400141,1232829,64688
4571,Bill & Ted's Excellent Adventure (1989),1989,Bill & Ted's Excellent Adventure,10845.0,3.4056246,0.95401734,0096928,1648
102903,Now You See Me (2013),2013,Now You See Me,10821.0,3.6140375,1.0098991,1670345,75656
61132,Tropic Thunder (2008),2008,Tropic Thunder,10818.0,3.4294693,1.0025706,0942385,7446
355,"Flintstones, The (1994)",1994,"Flintstones, The",10815.0,2.4135923,0.9953425,0109813,888
2539,Analyze This (1999),1999,Analyze This,10791.0,3.2486331,0.91166455,0122933,9535
207313,Knives Out (2019),2019,Knives Out,10740.0,4.042505,0.80231804,8946378,546554
3967,Billy Elliot (2000),2000,Billy Elliot,10736.0,3.7807844,0.8940275,0249462,71
216,Billy Madison (1995),1995,Billy Madison,10728.0,3.2509787,1.1228696,0112508,11017
1371,Star Trek: The Motion Picture (1979),1979,Star Trek: The Motion Picture,10727.0,3.100028,1.0592934,0079945,152
6218,Bend It Like Beckham (2002),2002,Bend It Like Beckham,10725.0,3.4602797,0.99124664,0286499,455
72641,"Blind Side, The  (2009)",2009,"Blind Side, The",10723.0,3.667304,1.0242288,0878804,22881
741,Ghost in the Shell (Kôkaku kidôtai) (1995),1995,Ghost in the Shell (Kôkaku kidôtai),10719.0,3.9867992,0.90613705,0113568,9323
97913,Wreck-It Ralph (2012),2012,Wreck-It Ralph,10694.0,3.691556,0.92838824,1772341,82690
2160,Rosemary's Baby (1968),1968,Rosemary's Baby,10690.0,3.8041627,0.96744,0063522,805
2541,Cruel Intentions (1999),1999,Cruel Intentions,10690.0,3.300187,1.0139452,0139134,796
2193,Willow (1988),1988,Willow,10683.0,3.4721053,0.9826089,0096446,847
256,Junior (1994),1994,Junior,10683.0,2.6914725,1.0289115,0110216,6280
82459,True Grit (2010),2010,True Grit,10677.0,3.783975,0.79317105,1403865,44264
2021,Dune (1984),1984,Dune,10675.0,3.3024824,1.1157392,0087182,841
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",1994,"Adventures of Priscilla, Queen of the Desert, The",10642.0,3.6484213,1.0191668,0109045,2759
1084,Bonnie and Clyde (1967),1967,Bonnie and Clyde,10610.0,3.8675778,0.84577245,0061418,475
122900,Ant-Man (2015),2015,Ant-Man,10595.0,3.5421896,0.93111026,0478970,102899
3256,Patriot Games (1992),1992,Patriot Games,10572.0,3.6263716,0.83240736,0105112,9869
2002,Lethal Weapon 3 (1992),1992,Lethal Weapon 3,10567.0,3.2231002,0.9689135,0104714,943
1029,Dumbo (1941),1941,Dumbo,10545.0,3.467378,0.99091464,0033563,11360
1967,Labyrinth (1986),1986,Labyrinth,10534.0,3.643915,0.9863699,0091369,13597
1060,Swingers (1996),1996,Swingers,10519.0,3.8260765,0.9410792,0117802,10218
106100,Dallas Buyers Club (2013),2013,Dallas Buyers Club,10511.0,3.9038627,0.7982559,0790636,152532
1343,Cape Fear (1991),1991,Cape Fear,10505.0,3.5475965,0.8536357,0101540,1598
3082,"World Is Not Enough, The (1999)",1999,"World Is Not Enough, The",10496.0,3.203649,0.94762564,0143145,36643
30810,"Life Aquatic with Steve Zissou, The (2004)",2004,"Life Aquatic with Steve Zissou, The",10482.0,3.7186606,1.0034921,0362270,421
102445,Star Trek Into Darkness (2013),2013,Star Trek Into Darkness,10480.0,3.6930344,0.99468917,1408101,54138
2144,Sixteen Candles (1984),1984,Sixteen Candles,10459.0,3.6227174,0.90332794,0088128,15144
2058,"Negotiator, The (1998)",1998,"Negotiator, The",10438.0,3.6009772,0.83391684,0120768,9631
195159,Spider-Man: Into the Spider-Verse (2018),2018,Spider-Man: Into the Spider-Verse,10434.0,4.18526,0.9157918,4633694,324857
53322,Ocean's Thirteen (2007),2007,Ocean's Thirteen,10379.0,3.5209076,0.9419693,0496806,298
252,I.Q. (1994),1994,I.Q.,10334.0,3.2123573,0.88798404,0110099,11777
22,Copycat (1995),1995,Copycat,10317.0,3.3158865,0.9234739,0112722,1710
3101,Fatal Attraction (1987),1987,Fatal Attraction,10267.0,3.4232492,0.92579865,0093010,10998
431,Carlito's Way (1993),1993,Carlito's Way,10266.0,3.7200468,0.8291401,0106519,6075
2124,"Addams Family, The (1991)",1991,"Addams Family, The",10248.0,3.2586846,0.94520134,0101272,2907
3868,"Naked Gun: From the Files of Police Squad!, The (1988)",1988,"Naked Gun: From the Files of Police Squad!, The",10237.0,3.6368566,0.99746966,0095705,37136
